algorithm,label,seed,training_job,step,raw_reward,loss,pg_loss,kl_loss,ppo_kl,grad_norm,advantage_mean,reinforce_pp_advantage_raw_mean,reinforce_pp_advantage_raw_std,reinforce_pp_advantage_normalized_mean,reinforce_pp_advantage_normalized_std,response_length_mean,truncated_ratio,step_time,response_tokens_per_second,effective_tokens_per_gpu_per_second
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,20,0.5625,0.009222824126,0.009212732315,0.001008974388,0,1.251515388,-0.009212737903,0.002133436734,0.2315743864,0,1,886.1875,0.4375,67.63938141,419.2528076,3927.0896
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,21,0.75,-0.01232105121,-0.01233137213,0.001031775028,0,1.33901751,0.01233137399,-0.004500088282,0.3649293482,0,1,884.53125,0.34375,68.84189606,411.1594849,3657.0271
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,22,0.59375,-0.03005850129,-0.03007067367,0.001216800069,0,1.449150443,0.0300706625,-0.0115766041,0.3849799335,0,1,972.125,0.71875,73.7196579,421.9769897,3978.259033
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,23,0.75,-0.01840013079,-0.01841293275,0.001281475881,0,1.478170753,0.01841294393,-0.007356377319,0.3995221853,0,1,936.15625,0.46875,72.25769806,414.5855713,3949.53833
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,24,0.65625,-0.02805652469,-0.02807094157,0.001442027977,0,1.36100626,0.02807093784,-0.01113604661,0.3967107236,0,1,873.78125,0.5,67.12966156,416.5222778,4027.670166
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,25,0.09375,-0.02717455663,-0.02718880959,0.001426368253,0,1.64239037,0.02718882822,-0.007132964209,0.2623490989,0,1,1015.3125,0.9375,77.79997253,417.6094055,3990.285889
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,26,0.75,-0.03223593906,-0.03225302696,0.001707782503,0,1.628569841,0.03225303814,-0.008146565408,0.2525829971,0,1,863.09375,0.34375,66.18524933,417.2984314,3924.818604
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,27,0.53125,-0.00739724189,-0.007412925363,0.001569185173,0,1.366880178,0.007412932813,-0.003020336851,0.4074416757,0,1,931.1875,0.71875,70.68730164,421.5467224,3925.673096
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,28,0.71875,-0.03362043574,-0.03363787755,0.001744721434,0,1.378521442,0.0336378701,-0.01365422923,0.4059183896,0,1,878.5625,0.46875,68.33045197,411.4417419,3893.481934
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,29,0.75,2.28338813e-05,0,0.002283388283,0,0.01231071353,0,0,0,0,0,727.5,0.3125,57.88479996,402.1781311,3850.583252
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,30,0.375,-0.04804332927,-0.04806283116,0.001951210666,0,1.652789235,0.04806283861,-0.01208761428,0.2514961064,0,1,921.65625,0.625,69.72441864,422.993866,3938.556152
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,31,0.5625,-0.01676159352,-0.01678447425,0.002287768759,0,1.539832115,0.01678448543,-0.00561986398,0.3348251581,0,1,977.28125,0.59375,75.37909698,414.8762817,3986.410645
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,32,0.9375,-0.004134315997,-0.004160657525,0.00263407547,0,1.423968911,0.004160663113,-0.001013850793,0.2436749488,0,1,751.3125,0.125,58.36075211,411.9549255,3807.887451
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,33,0.71875,-0.02026704513,-0.02029139176,0.00243378384,0,1.174053907,0.02029139921,-0.003608782776,0.177847892,0,1,872.4375,0.5,65.47025299,426.4226685,3897.176514
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,34,0.25,2.191080239e-05,0,0.002191080246,0,0.01180013362,0,0,0,0,0,967.65625,0.75,74.22465515,417.1794434,3970.313477
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,35,0.65625,-0.02352517098,-0.02355315164,0.002797972178,0,1.504537225,0.02355316654,-0.009929488413,0.4215772748,0,1,917.40625,0.4375,71.39884949,411.1690979,3941.240723
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,36,0.40625,-0.05651348829,-0.05654122308,0.002774959896,0,1.573359489,0.05654121935,-0.0198172722,0.350492537,0,1,953.4375,0.59375,73.2559433,416.4849854,3965.0271
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,37,0.46875,-0.06110234559,-0.06113010645,0.002775529632,0,1.352237701,0.06113013625,-0.01782542653,0.2915981114,0,1,844.5625,0.53125,64.95117188,416.0971985,3825.962891
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,38,0.71875,-0.02021035552,-0.02023809031,0.002773462329,0,1.278200507,0.02023809962,-0.003567406908,0.1762718558,0,1,888.03125,0.40625,67.24994659,422.5579529,3921.42627
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,39,0.46875,-0.01127100177,-0.0113032423,0.003223712556,0,1.464135528,0.01130324416,-0.005038520321,0.4457583725,0,1,961.34375,0.5625,73.03427124,421.2132263,3974.023682
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,40,0.375,-0.05076124519,-0.05080359057,0.004234591499,0,1.531379461,0.05080359057,-0.01653499156,0.3254688084,0,1,862.28125,0.59375,66.1853714,416.9048157,3818.9375
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,41,0.65625,-0.02822070941,-0.02825641632,0.003570582019,0,1.355271935,0.02825641632,-0.01131158415,0.4003194869,0,1,893.71875,0.5,69.67928314,410.4376526,3899.375488
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,42,0.875,-0.06532432139,-0.06536243856,0.003811889328,0,1.391735792,0.06536245346,-0.01808720455,0.2767217755,0,1,744.65625,0.25,58.8498497,404.9118347,3788.161621
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,43,0.5,0.008363382891,0.008320791647,0.004259332549,0,1.520562887,-0.008320793509,0.002631751588,0.3162855208,0,1,952.90625,0.625,72.85671997,418.5338135,3960.882812
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,44,0.46875,-0.0547629036,-0.05480206758,0.003912484739,0,1.686420321,0.0548020713,-0.02267831005,0.4138224423,0,1,957.34375,0.65625,73.11769104,418.9820557,3968.822266
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,45,0.40625,-0.04298791662,-0.0430328548,0.004493923858,0,1.746917963,0.04303287342,-0.01462765969,0.3399183154,0,1,875.375,0.5,68.83934784,406.918457,3859.208984
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,46,0.59375,-0.04815364629,-0.04820041358,0.004676398356,0,1.479843855,0.04820041358,-0.0211546123,0.4388890564,0,1,940.25,0.59375,72.23316956,416.539917,3948.448975
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,47,0.6875,0.003464505076,0.0034070611,0.005744046532,0,1.328386545,-0.003407068551,0.001220667502,0.3582735062,0,1,857.625,0.40625,66.63768768,411.8390198,3848.105225
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,48,0.53125,0.01545216888,0.01540015638,0.005200822838,0,1.867352366,-0.01540014893,0.004835257307,0.3139741719,0,1,817.5625,0.40625,63.5754776,411.5108643,3811.525391
reinforce_plus_plus_baseline,REINFORCE++-baseline,42,937654,49,0.375,-0.04962142929,-0.04967229813,0.005086694844,0,1.416363001,0.04967229068,-0.0156624075,0.3153147697,0,1,926.78125,0.5625,72.4372406,409.4165039,3934.142334
grpo,GRPO,1234,937657,0,0.8125,7.450580597e-09,7.450580597e-09,0,0,0.9319664836,-7.450580597e-09,,,,,883.75,0.3125,275.8152771,102.5323944,2087.869385
grpo,GRPO,1234,937657,1,0.59375,5.934387445e-06,-1.862645149e-08,0.0005949382321,0,1.297965884,1.490116119e-08,,,,,887.96875,0.5,71.09237671,399.6912537,3920.574463
grpo,GRPO,1234,937657,2,0.1875,4.74601984e-06,7.450580597e-09,0.0004774377448,0,1.116749167,9.313225746e-09,,,,,862.75,0.53125,67.26538086,410.434021,3833.36792
grpo,GRPO,1234,937657,3,0.15625,6.955116987e-06,7.450580597e-09,0.0006947778165,0,0.9545142651,-1.862645149e-09,,,,,1008.75,0.875,76.16700745,423.8055115,4016.645508
grpo,GRPO,1234,937657,4,0.0625,6.299465895e-06,0,0.0006294446066,0,0.7175638676,0,,,,,1011.15625,0.90625,76.67228699,422.0168762,4000.479492
grpo,GRPO,1234,937657,5,0.5625,5.528330803e-06,7.450580597e-09,0.0005513621727,0,1.036720991,-7.450580597e-09,,,,,994.65625,0.78125,74.87451935,425.0979004,3998.937256
grpo,GRPO,1234,937657,6,0.40625,6.664544344e-06,7.450580597e-09,0.000666240172,0,1.024195194,0,,,,,934.53125,0.65625,70.34849548,425.0979614,3938.713623
grpo,GRPO,1234,937657,7,0.1875,6.765127182e-06,-6.519258022e-09,0.0006777995732,0,1.200412631,3.725290298e-09,,,,,1018.46875,0.9375,76.40626526,426.5487671,4026.769775
grpo,GRPO,1234,937657,8,0.6875,5.971640348e-06,-3.725290298e-09,0.0005979096168,0,1.361751914,3.725290298e-09,,,,,957.65625,0.46875,71.69689178,427.424408,3990.307617
grpo,GRPO,1234,937657,9,0.5,6.820075214e-06,1.676380634e-08,0.0006814977969,0,1.414477706,-1.862645149e-09,,,,,966.25,0.625,73.09597015,423.0055237,3977.778076
grpo,GRPO,1234,937657,10,0.21875,6.760004908e-06,-6.519258022e-09,0.0006765032304,0,0.9109679461,0,,,,,1001.25,0.84375,75.45376587,424.6308899,4121.660645
grpo,GRPO,1234,937657,11,0.5,7.284805179e-06,2.793967724e-09,0.0007282302249,0,1.665140033,-1.862645149e-09,,,,,895.09375,0.5625,68.72467041,416.7790222,3888.967041
grpo,GRPO,1234,937657,12,0.25,7.887370884e-06,-7.450580597e-09,0.0007896997849,0,1.240426183,5.587935448e-09,,,,,967.3125,0.8125,73.86052704,419.0871887,3961.424072
grpo,GRPO,1234,937657,13,0.5,8.92393291e-06,0,0.0008919482934,0,1.054907799,0,,,,,915.96875,0.625,69.74094391,420.2839661,3920.414307
grpo,GRPO,1234,937657,14,0.46875,1.023709774e-05,-7.450580597e-09,0.001024168334,0,0.9949940443,5.587935448e-09,,,,,878.34375,0.65625,68.27920532,411.6480408,3821.709229
grpo,GRPO,1234,937657,15,0.34375,9.080395103e-06,-3.725290298e-09,0.0009084049379,0,1.197224021,1.676380634e-08,,,,,972.78125,0.78125,74.11631775,420.0019836,3966.942627
grpo,GRPO,1234,937657,16,0.28125,9.048730135e-06,0,0.000904845132,0,1.168420315,1.862645149e-09,,,,,914.5625,0.75,71.54579163,409.0527039,3861.951172
grpo,GRPO,1234,937657,17,0.6875,1.069903374e-05,-7.450580597e-09,0.001070246566,0,1.378479242,1.490116119e-08,,,,,874.15625,0.375,66.79107666,418.8134155,3929.786133
grpo,GRPO,1234,937657,18,0.5625,1.04252249e-05,0,0.001042317948,0,0.9248151779,3.725290298e-09,,,,,932.78125,0.46875,70.27606201,424.7391968,3958.13208
grpo,GRPO,1234,937657,19,0.625,1.151114702e-05,1.490116119e-08,0.001149598509,0,1.186931491,-1.862645149e-09,,,,,939.625,0.53125,72.04782867,417.3338928,3961.344971
grpo,GRPO,1234,937657,20,0.4375,1.15390867e-05,0,0.001154065365,0,0.632968545,0,,,,,871.46875,0.4375,65.91513062,423.0743408,3916.736328
grpo,GRPO,1234,937657,21,0.6875,1.428648829e-05,-1.862645149e-09,0.001428796211,0,1.180838108,1.862645149e-09,,,,,908.9375,0.46875,69.38626099,419.1896057,3779.244385
grpo,GRPO,1234,937657,22,0.5625,1.560524106e-05,3.725290298e-09,0.001560040284,0,0.9506143332,0,,,,,944.96875,0.5625,71.70075226,421.7389526,3964.597656
grpo,GRPO,1234,937657,23,0.65625,1.691747457e-05,-3.725290298e-09,0.001691100537,0,1.374818563,-7.450580597e-09,,,,,954.96875,0.5625,72.97951508,418.7339478,3984.570801
grpo,GRPO,1234,937657,24,0.53125,1.994892955e-05,-7.450580597e-09,0.001996371197,0,1.463137388,0,,,,,883.5,0.5,67.66641998,417.8143311,3894.780518
grpo,GRPO,1234,937657,25,0.375,2.137944102e-05,7.450580597e-09,0.002138044685,0,1.317988396,-3.725290298e-09,,,,,979.96875,0.78125,73.95691681,424.0171509,3977.632812
grpo,GRPO,1234,937657,26,0.71875,2.506282181e-05,-6.519258022e-09,0.002506580204,0,0.9963747859,0,,,,,820.84375,0.34375,63.98233032,410.5352173,3853.123535
grpo,GRPO,1234,937657,27,0.65625,2.620369196e-05,-1.490116119e-08,0.002620063489,0,1.146079063,1.11758709e-08,,,,,855.28125,0.4375,65.52993011,417.6564941,3855.441895
grpo,GRPO,1234,937657,28,0.8125,2.540647984e-05,0,0.002539981157,0,0.928568244,-1.862645149e-09,,,,,841.59375,0.34375,65.60366821,410.5105591,3876.276367
grpo,GRPO,1234,937657,29,0.71875,3.277882934e-05,1.11758709e-08,0.003277071286,0,1.280713916,-5.587935448e-09,,,,,670.125,0.25,54.16317749,395.9147339,3583.083008
grpo,GRPO,1234,937657,30,0.34375,2.543255687e-05,-7.450580597e-09,0.002544970019,0,0.7130473852,7.450580597e-09,,,,,928.40625,0.65625,70.91886902,418.9153137,3952.758057
grpo,GRPO,1234,937657,31,0.5625,3.039650619e-05,-5.587935448e-09,0.003038772382,0,1.606967688,-3.725290298e-09,,,,,927.3125,0.59375,71.66567993,414.0615234,3930.290771
grpo,GRPO,1234,937657,32,0.9375,3.151223063e-05,-7.450580597e-09,0.003152221208,0,0.8745064139,1.303851604e-08,,,,,736.40625,0.03125,57.66991806,408.6185913,3806.285156
grpo,GRPO,1234,937657,33,0.6875,3.792904317e-05,0,0.003793010255,0,1.144092083,1.862645149e-09,,,,,837.84375,0.3125,63.6026268,421.5391846,3908.589355
grpo,GRPO,1234,937657,34,0.28125,2.894271165e-05,-1.303851604e-08,0.002895370359,0,0.7799149752,9.313225746e-09,,,,,954.3125,0.75,73.30155182,416.6078491,3954.738037
grpo,GRPO,1234,937657,35,0.75,4.085153341e-05,1.303851604e-08,0.004084677901,0,1.264713287,-5.587935448e-09,,,,,913.75,0.40625,71.26734924,410.2860718,3934.348389
grpo,GRPO,1234,937657,36,0.5,3.665522308e-05,3.725290298e-09,0.003664867254,0,1.100138664,0,,,,,892.0625,0.40625,69.12423706,412.9666138,3938.260254
grpo,GRPO,1234,937657,37,0.5,4.311893645e-05,1.11758709e-08,0.004310512915,0,1.04537499,-1.11758709e-08,,,,,805.78125,0.5,62.60282135,411.8823853,3740.770752
grpo,GRPO,1234,937657,38,0.6875,3.155227751e-05,-1.862645149e-09,0.00315462891,0,0.9003732204,-5.587935448e-09,,,,,931.6875,0.34375,71.94853973,414.3795166,3982.652344
grpo,GRPO,1234,937657,39,0.5625,4.206597805e-05,0,0.004206564277,0,1.258094907,-1.862645149e-09,,,,,959.96875,0.5625,72.55099487,423.4125366,3970.546387
grpo,GRPO,1234,937657,40,0.375,4.650652409e-05,-3.725290298e-09,0.00465081213,0,1.353886247,0,,,,,867.40625,0.65625,67.66486359,410.2128906,3824.118164
grpo,GRPO,1234,937657,41,0.8125,4.84213233e-05,0,0.004842719994,0,0.9638630152,0,,,,,885.25,0.5625,67.91967773,417.0808716,3865.180664
grpo,GRPO,1234,937657,42,0.84375,6.024912e-05,1.11758709e-08,0.006024310831,0,1.052659631,-6.519258022e-09,,,,,775.84375,0.28125,59.91980362,414.3371582,3819.39917
grpo,GRPO,1234,937657,43,0.46875,4.858896136e-05,0,0.004858839326,0,1.173005342,-3.725290298e-09,,,,,941.40625,0.6875,72.08506012,417.9090576,3938.984863
grpo,GRPO,1234,937657,44,0.3125,4.706159234e-05,0,0.004705768079,0,1.337429762,0,,,,,959.09375,0.75,72.88647461,421.0794983,3957.143555
grpo,GRPO,1234,937657,45,0.40625,7.213652134e-05,-1.490116119e-08,0.007215317339,0,1.588862062,2.048909664e-08,,,,,863.96875,0.4375,67.09941864,412.0303955,3891.2854
grpo,GRPO,1234,937657,46,0.3125,4.436820745e-05,-4.656612873e-09,0.004437560681,0,0.8806449175,0,,,,,953.625,0.6875,73.69718933,414.0727844,3802.589844
grpo,GRPO,1234,937657,47,0.625,6.338208914e-05,7.450580597e-09,0.006337544415,0,1.009885788,-7.450580597e-09,,,,,796.96875,0.375,62.17576218,410.1759338,3766.030273
grpo,GRPO,1234,937657,48,0.625,7.082894444e-05,3.725290298e-09,0.007083042525,0,0.6156685352,0,,,,,779.1875,0.40625,61.30478668,406.7219238,3725.053711
grpo,GRPO,1234,937657,49,0.5625,6.268359721e-05,-3.725290298e-09,0.006268620025,0,1.379919887,1.11758709e-08,,,,,901.59375,0.53125,70.22924042,410.8117981,3898.95752
reinforce_plus_plus,REINFORCE++,1234,937680,0,0.71875,-0.09208588302,-0.09208588302,,0,1.421478748,0.09208586812,0.6756414175,0.4681346714,0,1,887.90625,0.40625,276.9720459,102.5843582,2222.660645
reinforce_plus_plus,REINFORCE++,1234,937680,1,0.53125,-0.1143192425,-0.1143192425,,0,1.6129421,0.1143192425,0.4737524688,0.499224633,0,1,892.46875,0.5,70.4750061,405.2358398,3928.497314
reinforce_plus_plus,REINFORCE++,1234,937680,2,0.125,-0.02286399156,-0.02286399156,,0,1.456960201,0.02286399342,0.1174441427,0.3221000135,0,1,891.125,0.5625,70.32345581,405.4977112,3890.443359
reinforce_plus_plus,REINFORCE++,1234,937680,3,0.3125,-0.05187103897,-0.05187103897,,0,1.56452179,0.0518710278,0.2875471413,0.4553132355,0,1,982.5625,0.71875,74.95672607,419.4687195,4004.115234
reinforce_plus_plus,REINFORCE++,1234,937680,4,0.125,-0.01217672229,-0.01217672229,,0,1.49330914,0.01217672508,0.1215902641,0.3250821233,0,1,1013.375,0.90625,77.60500336,417.8596497,4012.550781
reinforce_plus_plus,REINFORCE++,1234,937680,5,0.40625,-0.04877407104,-0.04877407104,,0,1.432595491,0.04877407104,0.3821966052,0.4865839779,0,1,984.875,0.78125,74.72142029,421.7799683,4119.445801
reinforce_plus_plus,REINFORCE++,1234,937680,6,0.40625,-0.08436222374,-0.08436222374,,0,1.722567558,0.08436223865,0.3638550639,0.4818155766,0,1,939.84375,0.625,72.5330658,414.6384888,3953.507568
reinforce_plus_plus,REINFORCE++,1234,937680,7,0.25,-0.01391523704,-0.01391523704,,0,1.50968492,0.01391521469,0.2438645214,0.4264695346,0,1,1015.90625,0.875,77.13175964,421.4736023,4190.51416
reinforce_plus_plus,REINFORCE++,1234,937680,8,0.6875,-0.06546291709,-0.06546291709,,0,1.427246451,0.06546290219,0.6552831531,0.473079145,0,1,931.40625,0.40625,70.55040741,422.4638977,3997.307129
reinforce_plus_plus,REINFORCE++,1234,937680,9,0.4375,-0.05298158526,-0.05298158526,,0,1.581834793,0.05298160017,0.4105218053,0.491666615,0,1,978.59375,0.84375,75.0843277,417.0643921,3965.466553
reinforce_plus_plus,REINFORCE++,1234,937680,10,0.3125,-0.03345460072,-0.03345460072,,0,1.392347336,0.03345457464,0.2968356907,0.4589696527,0,1,1001.65625,0.8125,77.01042175,416.2164001,4012.750244
reinforce_plus_plus,REINFORCE++,1234,937680,11,0.625,-0.06738509238,-0.06738509238,,0,1.695433021,0.06738509983,0.5919145346,0.4891452491,0,1,911.40625,0.40625,70.30007935,414.8643799,3950.067139
reinforce_plus_plus,REINFORCE++,1234,937680,12,0.375,-0.04944328964,-0.04944328964,,0,1.630394101,0.04944328219,0.3492086828,0.4776320755,0,1,963.375,0.75,73.48490906,419.5147095,3967.108887
reinforce_plus_plus,REINFORCE++,1234,937680,13,0.53125,-0.1166282743,-0.1166282743,,0,1.654290199,0.1166282222,0.473484695,0.4991036057,0,1,886.96875,0.5,69.14041138,410.5124817,3897.654541
reinforce_plus_plus,REINFORCE++,1234,937680,14,0.59375,-0.1690156311,-0.1690156311,,0,1.701533556,0.1690156758,0.5069036484,0.4972804487,0,1,847.875,0.53125,66.40865326,408.5612183,3814.218994
reinforce_plus_plus,REINFORCE++,1234,937680,15,0.375,-0.09212107956,-0.09212107956,,0,1.619298458,0.09212105721,0.3294644952,0.469819665,0,1,957.5,0.78125,73.32785034,417.8494263,3961.050293
reinforce_plus_plus,REINFORCE++,1234,937680,16,0.3125,-0.148952648,-0.148952648,,0,1.729351044,0.1489526927,0.247138232,0.4320545197,0,1,926.5625,0.65625,71.56832886,414.2893982,3928.624512
reinforce_plus_plus,REINFORCE++,1234,937680,17,0.71875,-0.1027249545,-0.1027249545,,0,1.464043736,0.1027248949,0.6677875519,0.4683975577,0,1,864.4375,0.375,67.15705872,411.900116,3921.983398
reinforce_plus_plus,REINFORCE++,1234,937680,18,0.625,-0.05786865205,-0.05786865205,,0,1.457846165,0.05786861852,0.5958583355,0.4890452325,0,1,951.8125,0.5625,72.59725189,419.5475464,3987.276367
reinforce_plus_plus,REINFORCE++,1234,937680,19,0.6875,-0.07738748193,-0.07738748193,,0,1.546667814,0.07738743722,0.648029387,0.4737975597,0,1,915.6875,0.46875,72.97164917,401.5532227,3951.726807
reinforce_plus_plus,REINFORCE++,1234,937680,20,0.46875,-0.09424546361,-0.09424546361,,0,1.563182712,0.09424546361,0.4163269103,0.4951426089,0,1,879.375,0.46875,68.43891144,411.1695862,3912.67334
reinforce_plus_plus,REINFORCE++,1234,937680,21,0.6875,-0.09330423176,-0.09330423176,,0,1.475099325,0.09330425411,0.6388293505,0.4802571237,0,1,894.5,0.5,69.47814941,411.9856567,4056.500977
reinforce_plus_plus,REINFORCE++,1234,937680,22,0.5,-0.05796425045,-0.05796425045,,0,1.492979884,0.05796428025,0.4699532092,0.4944458306,0,1,956.59375,0.625,73.67378998,415.4937439,3993.831299
reinforce_plus_plus,REINFORCE++,1234,937680,23,0.8125,-0.03217022493,-0.03217022493,,0,1.438822269,0.03217026219,0.7919045687,0.4010874331,0,1,958.90625,0.5625,72.80718994,421.455658,3978.801758
reinforce_plus_plus,REINFORCE++,1234,937680,24,0.53125,-0.08996652812,-0.08996652812,,0,1.606483698,0.08996647596,0.4802550375,0.496904552,0,1,905.46875,0.53125,70.88954926,408.734436,3909.909912
reinforce_plus_plus,REINFORCE++,1234,937680,25,0.28125,-0.03418645263,-0.03418645263,,0,1.60963881,0.0341864638,0.2593870163,0.4373779893,0,1,1002.875,0.84375,77.99533844,411.4604797,4004.984131
reinforce_plus_plus,REINFORCE++,1234,937680,26,0.6875,-0.1441635489,-0.1441635489,,0,1.644703507,0.144163534,0.6089268327,0.4888314307,0,1,804.28125,0.3125,63.23535919,407.0033264,3860.936523
reinforce_plus_plus,REINFORCE++,1234,937680,27,0.59375,-0.0936883539,-0.0936883539,,0,1.471584916,0.09368836135,0.5423154831,0.4973203242,0,1,915.1875,0.59375,70.79514313,413.6724548,3917.853027
reinforce_plus_plus,REINFORCE++,1234,937680,28,0.46875,-0.1443846524,-0.1443846524,,0,1.633537292,0.1443846375,0.3902125657,0.4875894487,0,1,829.78125,0.5,65.55348206,405.0585632,3821.611572
reinforce_plus_plus,REINFORCE++,1234,937680,29,0.65625,-0.1829445362,-0.1829445362,,0,1.90656209,0.1829445362,0.5556130409,0.4968029559,0,1,689.875,0.25,57.13884735,386.3571167,3660.77002
reinforce_plus_plus,REINFORCE++,1234,937680,30,0.3125,-0.09662116319,-0.09662116319,,0,1.655881047,0.09662118554,0.2643584311,0.4422468543,0,1,963.59375,0.75,73.36985016,420.2680054,3980.549072
reinforce_plus_plus,REINFORCE++,1234,937680,31,0.3125,-0.06933153421,-0.06933153421,,0,1.665019035,0.06933154911,0.2784112692,0.4481519163,0,1,979.4375,0.75,77.21013641,405.9311523,3967.647705
reinforce_plus_plus,REINFORCE++,1234,937680,32,0.875,-0.09268005937,-0.09268005937,,0,1.287675023,0.09268003702,0.8334493637,0.3648846745,0,1,751.65625,0.125,59.60386658,403.5476685,3811.329102
reinforce_plus_plus,REINFORCE++,1234,937680,33,0.65625,-0.07280755043,-0.07280755043,,0,1.599032879,0.07280755788,0.6089008451,0.4888420105,0,1,845.34375,0.3125,64.60157013,418.7359619,3922.889404
reinforce_plus_plus,REINFORCE++,1234,937680,34,0.25,-0.1243171245,-0.1243171245,,0,1.69069016,0.1243171245,0.1904653162,0.3926663399,0,1,960.21875,0.75,74.59933472,411.8937683,3971.498535
reinforce_plus_plus,REINFORCE++,1234,937680,35,0.78125,-0.0266777426,-0.0266777426,,0,1.534666538,0.0266777277,0.7563400865,0.4198798239,0,1,918.375,0.4375,72.09267426,407.6419678,3949.99585
reinforce_plus_plus,REINFORCE++,1234,937680,36,0.5,-0.02601719089,-0.02601719089,,0,1.627921581,0.02601718158,0.4774905443,0.4982511103,0,1,954.0625,0.6875,74.4203186,410.2374268,3954.813477
reinforce_plus_plus,REINFORCE++,1234,937680,37,0.4375,-0.2393460572,-0.2393460572,,0,1.863184571,0.2393460572,0.31370309,0.4646044075,0,1,824.875,0.53125,65.12934875,405.2857971,3775.99585
reinforce_plus_plus,REINFORCE++,1234,937680,38,0.71875,-0.08040061593,-0.08040061593,,0,1.448693037,0.08040059358,0.6700655222,0.4634577632,0,1,901.0625,0.4375,69.49098206,414.9315491,3936.50415
reinforce_plus_plus,REINFORCE++,1234,937680,39,0.46875,0.01723066717,0.01723066717,,0,1.576061487,-0.01723069139,0.460703969,0.4929825962,0,1,969.28125,0.6875,75.1127243,412.9393616,3985.965576
reinforce_plus_plus,REINFORCE++,1234,937680,40,0.28125,-0.2866994739,-0.2866994739,,0,2.535161018,0.2866994739,0.1579451263,0.3792158961,0,1,848,0.65625,67.76869965,400.4208374,3802.710693
reinforce_plus_plus,REINFORCE++,1234,937680,41,0.65625,-0.114855215,-0.114855215,,0,1.582530618,0.1148552299,0.5839189291,0.4902170897,0,1,880.25,0.5625,69.2793045,406.5860596,3870.135742
reinforce_plus_plus,REINFORCE++,1234,937680,42,0.875,-0.1154732555,-0.1154732555,,0,1.372173905,0.115473263,0.8134268522,0.3767364323,0,1,757.375,0.3125,59.26718903,408.9277954,3805.400146
reinforce_plus_plus,REINFORCE++,1234,937680,43,0.5,-0.05106339231,-0.05106339231,,0,1.568479061,0.05106341466,0.4542162418,0.4940558374,0,1,953.5,0.65625,72.7602005,419.3501282,3959.601074
reinforce_plus_plus,REINFORCE++,1234,937680,44,0.46875,-0.1130916476,-0.1130916476,,0,1.612187505,0.1130916849,0.3950961828,0.4890843034,0,1,926.21875,0.65625,72.19978333,410.5137024,3932.214355
reinforce_plus_plus,REINFORCE++,1234,937680,45,0.40625,-0.1194230616,-0.1194230616,,0,1.854911208,0.1194230169,0.3334206045,0.470791012,0,1,893.71875,0.46875,69.89472198,409.1725159,3907.225098
reinforce_plus_plus,REINFORCE++,1234,937680,46,0.46875,-0.1029430926,-0.1029430926,,0,1.586957216,0.1029430851,0.3974145949,0.4943544567,0,1,922.96875,0.5625,71.56832886,412.6825256,3942.685791
reinforce_plus_plus,REINFORCE++,1234,937680,47,0.625,-0.1946527511,-0.1946527511,,0,1.619748831,0.1946526766,0.5096881986,0.5010112524,0,1,787.40625,0.34375,62.42072678,403.6639709,3771.790527
reinforce_plus_plus,REINFORCE++,1234,937680,48,0.46875,-0.1370740831,-0.1370740831,,0,1.886856079,0.1370741129,0.3803368509,0.4880236685,0,1,776.3125,0.46875,60.45247269,410.9343872,3710.168213
reinforce_plus_plus,REINFORCE++,1234,937680,49,0.53125,-0.0597165823,-0.0597165823,,0,1.568724871,0.059716627,0.4816106558,0.494803369,0,1,893.15625,0.53125,69.72628021,409.902832,3899.674561
